Ticker,CIK,Form Type,Filing Date,Accession Number,URL
CSCO,0000858877,10-Q,2022-05-25,0000858877-22-000009,https://www.sec.gov/Archives/edgar/data/858877/000085887722000009/0000858877-22-000009.txt
HD,0000354950,10-Q,2022-05-24,0000354950-22-000158,https://www.sec.gov/Archives/edgar/data/354950/000035495022000158/0000354950-22-000158.txt
APP,0001751008,10-Q,2022-05-13,0001751008-22-000010,https://www.sec.gov/Archives/edgar/data/1751008/000175100822000010/0001751008-22-000010.txt
PLTR,0001321655,10-Q,2022-05-09,0001321655-22-000006,https://www.sec.gov/Archives/edgar/data/1321655/000132165522000006/0001321655-22-000006.txt
ABBV,0001551152,10-Q,2022-05-06,0001551152-22-000017,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000017/0001551152-22-000017.txt
TMUS,0001283699,10-Q,2022-05-06,0001283699-22-000084,https://www.sec.gov/Archives/edgar/data/1283699/000128369922000084/0001283699-22-000084.txt
XOM,0000034088,10-Q,2022-05-04,0000034088-22-000026,https://www.sec.gov/Archives/edgar/data/34088/000003408822000026/0000034088-22-000026.txt
CVX,0000093410,10-Q/A,2022-05-04,0000093410-22-000028,https://www.sec.gov/Archives/edgar/data/93410/000009341022000028/0000093410-22-000028.txt
CVX,0000093410,10-Q,2022-05-04,0000093410-22-000026,https://www.sec.gov/Archives/edgar/data/93410/000009341022000026/0000093410-22-000026.txt
UNH,0000731766,10-Q,2022-05-04,0000731766-22-000019,https://www.sec.gov/Archives/edgar/data/731766/000073176622000019/0000731766-22-000019.txt
AMD,0000002488,10-Q,2022-05-04,0000002488-22-000078,https://www.sec.gov/Archives/edgar/data/2488/000000248822000078/0000002488-22-000078.txt
ABT,0000001800,10-Q,2022-05-03,0001104659-22-055285,https://www.sec.gov/Archives/edgar/data/1800/000110465922055285/0001104659-22-055285.txt
BRK-B,0001067983,10-Q,2022-05-02,0001564590-22-016907,https://www.sec.gov/Archives/edgar/data/1067983/000156459022016907/0001564590-22-016907.txt
AAPL,0000320193,10-Q,2022-04-29,0000320193-22-000059,https://www.sec.gov/Archives/edgar/data/320193/000032019322000059/0000320193-22-000059.txt
AMZN,0001018724,10-Q,2022-04-29,0001018724-22-000013,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000013/0001018724-22-000013.txt
LLY,0000059478,10-Q,2022-04-29,0000059478-22-000133,https://www.sec.gov/Archives/edgar/data/59478/000005947822000133/0000059478-22-000133.txt
JNJ,0000200406,10-Q,2022-04-29,0000200406-22-000048,https://www.sec.gov/Archives/edgar/data/200406/000020040622000048/0000200406-22-000048.txt
V,0001403161,10-Q,2022-04-28,0001403161-22-000027,https://www.sec.gov/Archives/edgar/data/1403161/000140316122000027/0001403161-22-000027.txt
MA,0001141391,10-Q,2022-04-28,0001141391-22-000088,https://www.sec.gov/Archives/edgar/data/1141391/000114139122000088/0001141391-22-000088.txt
KO,0000021344,10-Q,2022-04-28,0000021344-22-000016,https://www.sec.gov/Archives/edgar/data/21344/000002134422000016/0000021344-22-000016.txt
PM,0001413329,10-Q,2022-04-28,0001413329-22-000035,https://www.sec.gov/Archives/edgar/data/1413329/000141332922000035/0001413329-22-000035.txt
GOOGL,0001652044,10-Q,2022-04-27,0001652044-22-000029,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000029/0001652044-22-000029.txt
MSFT,0000789019,10-Q,2022-04-26,0001564590-22-015675,https://www.sec.gov/Archives/edgar/data/789019/000156459022015675/0001564590-22-015675.txt
GE,0000040545,10-Q,2022-04-26,0000040545-22-000027,https://www.sec.gov/Archives/edgar/data/40545/000004054522000027/0000040545-22-000027.txt
IBM,0000051143,10-Q,2022-04-26,0001558370-22-005983,https://www.sec.gov/Archives/edgar/data/51143/000155837022005983/0001558370-22-005983.txt
TSLA,0001318605,10-Q,2022-04-25,0000950170-22-006034,https://www.sec.gov/Archives/edgar/data/1318605/000095017022006034/0000950170-22-006034.txt
AXP,0000004962,10-Q,2022-04-22,0000004962-22-000028,https://www.sec.gov/Archives/edgar/data/4962/000000496222000028/0000004962-22-000028.txt
NFLX,0001065280,10-Q,2022-04-21,0001065280-22-000145,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000145/0001065280-22-000145.txt
PG,0000080424,10-Q,2022-04-20,0000080424-22-000035,https://www.sec.gov/Archives/edgar/data/80424/000008042422000035/0000080424-22-000035.txt
ORCL,0001341439,10-Q,2022-03-11,0001564590-22-009859,https://www.sec.gov/Archives/edgar/data/1341439/000156459022009859/0001564590-22-009859.txt
AVGO,0001730168,10-Q,2022-03-10,0001730168-22-000029,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000029/0001730168-22-000029.txt
COST,0000909832,10-Q,2022-03-10,0000909832-22-000005,https://www.sec.gov/Archives/edgar/data/909832/000090983222000005/0000909832-22-000005.txt
CSCO,0000858877,10-Q,2022-02-22,0000858877-22-000004,https://www.sec.gov/Archives/edgar/data/858877/000085887722000004/0000858877-22-000004.txt
AAPL,0000320193,10-Q,2022-01-28,0000320193-22-000007,https://www.sec.gov/Archives/edgar/data/320193/000032019322000007/0000320193-22-000007.txt
V,0001403161,10-Q,2022-01-28,0001403161-22-000013,https://www.sec.gov/Archives/edgar/data/1403161/000140316122000013/0001403161-22-000013.txt
MSFT,0000789019,10-Q,2022-01-25,0001564590-22-002324,https://www.sec.gov/Archives/edgar/data/789019/000156459022002324/0001564590-22-002324.txt
PG,0000080424,10-Q,2022-01-19,0000080424-22-000016,https://www.sec.gov/Archives/edgar/data/80424/000008042422000016/0000080424-22-000016.txt
COST,0000909832,10-Q,2021-12-22,0000909832-21-000021,https://www.sec.gov/Archives/edgar/data/909832/000090983221000021/0000909832-21-000021.txt
ORCL,0001341439,10-Q,2021-12-10,0001564590-21-060022,https://www.sec.gov/Archives/edgar/data/1341439/000156459021060022/0001564590-21-060022.txt
HD,0000354950,10-Q,2021-11-23,0000354950-21-000234,https://www.sec.gov/Archives/edgar/data/354950/000035495021000234/0000354950-21-000234.txt
CSCO,0000858877,10-Q,2021-11-23,0000858877-21-000018,https://www.sec.gov/Archives/edgar/data/858877/000085887721000018/0000858877-21-000018.txt
NVDA,0001045810,10-Q,2021-11-22,0001045810-21-000163,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/0001045810-21-000163.txt
APP,0001751008,10-Q,2021-11-12,0001751008-21-000009,https://www.sec.gov/Archives/edgar/data/1751008/000175100821000009/0001751008-21-000009.txt
PLTR,0001321655,10-Q,2021-11-09,0001193125-21-323920,https://www.sec.gov/Archives/edgar/data/1321655/000119312521323920/0001193125-21-323920.txt
BRK-B,0001067983,10-Q,2021-11-08,0001564590-21-055032,https://www.sec.gov/Archives/edgar/data/1067983/000156459021055032/0001564590-21-055032.txt
IBM,0000051143,10-Q,2021-11-05,0001558370-21-014734,https://www.sec.gov/Archives/edgar/data/51143/000155837021014734/0001558370-21-014734.txt
CVX,0000093410,10-Q,2021-11-04,0000093410-21-000046,https://www.sec.gov/Archives/edgar/data/93410/000009341021000046/0000093410-21-000046.txt
XOM,0000034088,10-Q,2021-11-03,0000034088-21-000064,https://www.sec.gov/Archives/edgar/data/34088/000003408821000064/0000034088-21-000064.txt
UNH,0000731766,10-Q,2021-11-03,0000731766-21-000051,https://www.sec.gov/Archives/edgar/data/731766/000073176621000051/0000731766-21-000051.txt
ABT,0000001800,10-Q,2021-11-03,0001104659-21-133629,https://www.sec.gov/Archives/edgar/data/1800/000110465921133629/0001104659-21-133629.txt
ABBV,0001551152,10-Q,2021-11-02,0001551152-21-000031,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/0001551152-21-000031.txt
TMUS,0001283699,10-Q,2021-11-02,0001283699-21-000169,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000169/0001283699-21-000169.txt
AMZN,0001018724,10-Q,2021-10-29,0001018724-21-000028,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000028/0001018724-21-000028.txt
JNJ,0000200406,10-Q,2021-10-29,0000200406-21-000070,https://www.sec.gov/Archives/edgar/data/200406/000020040621000070/0000200406-21-000070.txt
MA,0001141391,10-Q,2021-10-28,0001141391-21-000182,https://www.sec.gov/Archives/edgar/data/1141391/000114139121000182/0001141391-21-000182.txt
KO,0000021344,10-Q,2021-10-28,0000021344-21-000030,https://www.sec.gov/Archives/edgar/data/21344/000002134421000030/0000021344-21-000030.txt
LLY,0000059478,10-Q,2021-10-27,0000059478-21-000216,https://www.sec.gov/Archives/edgar/data/59478/000005947821000216/0000059478-21-000216.txt
AMD,0000002488,10-Q,2021-10-27,0000002488-21-000178,https://www.sec.gov/Archives/edgar/data/2488/000000248821000178/0000002488-21-000178.txt
PM,0001413329,10-Q,2021-10-27,0001413329-21-000091,https://www.sec.gov/Archives/edgar/data/1413329/000141332921000091/0001413329-21-000091.txt
MSFT,0000789019,10-Q,2021-10-26,0001564590-21-051992,https://www.sec.gov/Archives/edgar/data/789019/000156459021051992/0001564590-21-051992.txt
GE,0000040545,10-Q,2021-10-26,0000040545-21-000064,https://www.sec.gov/Archives/edgar/data/40545/000004054521000064/0000040545-21-000064.txt
TSLA,0001318605,10-Q,2021-10-25,0000950170-21-002253,https://www.sec.gov/Archives/edgar/data/1318605/000095017021002253/0000950170-21-002253.txt
AXP,0000004962,10-Q,2021-10-22,0000004962-21-000060,https://www.sec.gov/Archives/edgar/data/4962/000000496221000060/0000004962-21-000060.txt
PG,0000080424,10-Q,2021-10-19,0000080424-21-000129,https://www.sec.gov/Archives/edgar/data/80424/000008042421000129/0000080424-21-000129.txt
ORCL,0001341439,10-Q,2021-09-13,0001564590-21-047772,https://www.sec.gov/Archives/edgar/data/1341439/000156459021047772/0001564590-21-047772.txt
AVGO,0001730168,10-Q,2021-09-09,0001730168-21-000123,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000123/0001730168-21-000123.txt
HD,0000354950,10-Q,2021-08-24,0000354950-21-000189,https://www.sec.gov/Archives/edgar/data/354950/000035495021000189/0000354950-21-000189.txt
NVDA,0001045810,10-Q,2021-08-20,0001045810-21-000131,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000131/0001045810-21-000131.txt
APP,0001751008,10-Q,2021-08-13,0001751008-21-000005,https://www.sec.gov/Archives/edgar/data/1751008/000175100821000005/0001751008-21-000005.txt
PLTR,0001321655,10-Q,2021-08-12,0000950123-21-010430,https://www.sec.gov/Archives/edgar/data/1321655/000095012321010430/0000950123-21-010430.txt
BRK-B,0001067983,10-Q,2021-08-09,0001564590-21-042312,https://www.sec.gov/Archives/edgar/data/1067983/000156459021042312/0001564590-21-042312.txt
CVX,0000093410,10-Q,2021-08-05,0000093410-21-000036,https://www.sec.gov/Archives/edgar/data/93410/000009341021000036/0000093410-21-000036.txt
XOM,0000034088,10-Q,2021-08-04,0000034088-21-000051,https://www.sec.gov/Archives/edgar/data/34088/000003408821000051/0000034088-21-000051.txt
ABT,0000001800,10-Q,2021-08-04,0001104659-21-100055,https://www.sec.gov/Archives/edgar/data/1800/000110465921100055/0001104659-21-100055.txt
LLY,0000059478,10-Q,2021-08-03,0000059478-21-000171,https://www.sec.gov/Archives/edgar/data/59478/000005947821000171/0000059478-21-000171.txt
TMUS,0001283699,10-Q,2021-08-03,0001283699-21-000150,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000150/0001283699-21-000150.txt
UNH,0000731766,10-Q,2021-08-03,0000731766-21-000037,https://www.sec.gov/Archives/edgar/data/731766/000073176621000037/0000731766-21-000037.txt
ABBV,0001551152,10-Q,2021-08-02,0001551152-21-000025,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000025/0001551152-21-000025.txt
AMZN,0001018724,10-Q,2021-07-30,0001018724-21-000020,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000020/0001018724-21-000020.txt
V,0001403161,10-Q,2021-07-29,0001403161-21-000042,https://www.sec.gov/Archives/edgar/data/1403161/000140316121000042/0001403161-21-000042.txt
MA,0001141391,10-Q,2021-07-29,0001141391-21-000156,https://www.sec.gov/Archives/edgar/data/1141391/000114139121000156/0001141391-21-000156.txt
JNJ,0000200406,10-Q,2021-07-29,0000200406-21-000057,https://www.sec.gov/Archives/edgar/data/200406/000020040621000057/0000200406-21-000057.txt
AAPL,0000320193,10-Q,2021-07-28,0000320193-21-000065,https://www.sec.gov/Archives/edgar/data/320193/000032019321000065/0000320193-21-000065.txt
AMD,0000002488,10-Q,2021-07-28,0000002488-21-000116,https://www.sec.gov/Archives/edgar/data/2488/000000248821000116/0000002488-21-000116.txt
TSLA,0001318605,10-Q,2021-07-27,0000950170-21-000524,https://www.sec.gov/Archives/edgar/data/1318605/000095017021000524/0000950170-21-000524.txt
GE,0000040545,10-Q,2021-07-27,0000040545-21-000052,https://www.sec.gov/Archives/edgar/data/40545/000004054521000052/0000040545-21-000052.txt
IBM,0000051143,10-Q,2021-07-27,0001558370-21-009351,https://www.sec.gov/Archives/edgar/data/51143/000155837021009351/0001558370-21-009351.txt
PM,0001413329,10-Q,2021-07-27,0001413329-21-000058,https://www.sec.gov/Archives/edgar/data/1413329/000141332921000058/0001413329-21-000058.txt
KO,0000021344,10-Q,2021-07-26,0000021344-21-000024,https://www.sec.gov/Archives/edgar/data/21344/000002134421000024/0000021344-21-000024.txt
AXP,0000004962,10-Q,2021-07-23,0000004962-21-000042,https://www.sec.gov/Archives/edgar/data/4962/000000496221000042/0000004962-21-000042.txt
AVGO,0001730168,10-Q,2021-06-11,0001730168-21-000116,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000116/0001730168-21-000116.txt
COST,0000909832,10-Q,2021-06-03,0000909832-21-000008,https://www.sec.gov/Archives/edgar/data/909832/000090983221000008/0000909832-21-000008.txt
NVDA,0001045810,10-Q,2021-05-26,0001045810-21-000064,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000064/0001045810-21-000064.txt
HD,0000354950,10-Q,2021-05-25,0000354950-21-000147,https://www.sec.gov/Archives/edgar/data/354950/000035495021000147/0000354950-21-000147.txt
CSCO,0000858877,10-Q,2021-05-25,0000858877-21-000008,https://www.sec.gov/Archives/edgar/data/858877/000085887721000008/0000858877-21-000008.txt
APP,0001751008,10-Q,2021-05-14,0001193125-21-161989,https://www.sec.gov/Archives/edgar/data/1751008/000119312521161989/0001193125-21-161989.txt
PLTR,0001321655,10-Q,2021-05-12,0001193125-21-159222,https://www.sec.gov/Archives/edgar/data/1321655/000119312521159222/0001193125-21-159222.txt
ABBV,0001551152,10-Q,2021-05-07,0001551152-21-000016,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000016/0001551152-21-000016.txt
CVX,0000093410,10-Q,2021-05-06,0000093410-21-000015,https://www.sec.gov/Archives/edgar/data/93410/000009341021000015/0000093410-21-000015.txt
XOM,0000034088,10-Q,2021-05-05,0000034088-21-000024,https://www.sec.gov/Archives/edgar/data/34088/000003408821000024/0000034088-21-000024.txt
UNH,0000731766,10-Q,2021-05-05,0000731766-21-000021,https://www.sec.gov/Archives/edgar/data/731766/000073176621000021/0000731766-21-000021.txt
ABT,0000001800,10-Q,2021-05-05,0001104659-21-061693,https://www.sec.gov/Archives/edgar/data/1800/000110465921061693/0001104659-21-061693.txt
TMUS,0001283699,10-Q,2021-05-04,0001283699-21-000088,https://www.sec.gov/Archives/edgar/data/1283699/000128369921000088/0001283699-21-000088.txt
BRK-B,0001067983,10-Q,2021-05-03,0001564590-21-022703,https://www.sec.gov/Archives/edgar/data/1067983/000156459021022703/0001564590-21-022703.txt
AMZN,0001018724,10-Q,2021-04-30,0001018724-21-000010,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000010/0001018724-21-000010.txt
LLY,0000059478,10-Q,2021-04-30,0000059478-21-000122,https://www.sec.gov/Archives/edgar/data/59478/000005947821000122/0000059478-21-000122.txt
JNJ,0000200406,10-Q,2021-04-30,0000200406-21-000036,https://www.sec.gov/Archives/edgar/data/200406/000020040621000036/0000200406-21-000036.txt
AAPL,0000320193,10-Q,2021-04-29,0000320193-21-000056,https://www.sec.gov/Archives/edgar/data/320193/000032019321000056/0000320193-21-000056.txt
V,0001403161,10-Q,2021-04-29,0001403161-21-000029,https://www.sec.gov/Archives/edgar/data/1403161/000140316121000029/0001403161-21-000029.txt
MA,0001141391,10-Q,2021-04-29,0001141391-21-000091,https://www.sec.gov/Archives/edgar/data/1141391/000114139121000091/0001141391-21-000091.txt
TSLA,0001318605,10-Q,2021-04-28,0000950170-21-000046,https://www.sec.gov/Archives/edgar/data/1318605/000095017021000046/0000950170-21-000046.txt
AMD,0000002488,10-Q,2021-04-28,0000002488-21-000056,https://www.sec.gov/Archives/edgar/data/2488/000000248821000056/0000002488-21-000056.txt
MSFT,0000789019,10-Q,2021-04-27,0001564590-21-020891,https://www.sec.gov/Archives/edgar/data/789019/000156459021020891/0001564590-21-020891.txt
GE,0000040545,10-Q,2021-04-27,0000040545-21-000026,https://www.sec.gov/Archives/edgar/data/40545/000004054521000026/0000040545-21-000026.txt
KO,0000021344,10-Q,2021-04-27,0000021344-21-000014,https://www.sec.gov/Archives/edgar/data/21344/000002134421000014/0000021344-21-000014.txt
IBM,0000051143,10-Q,2021-04-27,0001558370-21-004922,https://www.sec.gov/Archives/edgar/data/51143/000155837021004922/0001558370-21-004922.txt
PM,0001413329,10-Q,2021-04-27,0001413329-21-000025,https://www.sec.gov/Archives/edgar/data/1413329/000141332921000025/0001413329-21-000025.txt
AXP,0000004962,10-Q,2021-04-23,0000004962-21-000028,https://www.sec.gov/Archives/edgar/data/4962/000000496221000028/0000004962-21-000028.txt
AVGO,0001730168,10-Q,2021-03-12,0001730168-21-000045,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000045/0001730168-21-000045.txt
ORCL,0001341439,10-Q,2021-03-11,0001564590-21-012539,https://www.sec.gov/Archives/edgar/data/1341439/000156459021012539/0001564590-21-012539.txt
COST,0000909832,10-Q,2021-03-10,0000909832-21-000003,https://www.sec.gov/Archives/edgar/data/909832/000090983221000003/0000909832-21-000003.txt
CSCO,0000858877,10-Q,2021-02-16,0000858877-21-000004,https://www.sec.gov/Archives/edgar/data/858877/000085887721000004/0000858877-21-000004.txt
V,0001403161,10-Q,2021-01-29,0001403161-21-000012,https://www.sec.gov/Archives/edgar/data/1403161/000140316121000012/0001403161-21-000012.txt
AAPL,0000320193,10-Q,2021-01-28,0000320193-21-000010,https://www.sec.gov/Archives/edgar/data/320193/000032019321000010/0000320193-21-000010.txt
MSFT,0000789019,10-Q,2021-01-26,0001564590-21-002316,https://www.sec.gov/Archives/edgar/data/789019/000156459021002316/0001564590-21-002316.txt
COST,0000909832,10-Q,2020-12-16,0000909832-20-000026,https://www.sec.gov/Archives/edgar/data/909832/000090983220000026/0000909832-20-000026.txt
ORCL,0001341439,10-Q,2020-12-11,0001564590-20-056896,https://www.sec.gov/Archives/edgar/data/1341439/000156459020056896/0001564590-20-056896.txt
HD,0000354950,10-Q,2020-11-24,0000354950-20-000103,https://www.sec.gov/Archives/edgar/data/354950/000035495020000103/0000354950-20-000103.txt
NVDA,0001045810,10-Q,2020-11-18,0001045810-20-000189,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000189/0001045810-20-000189.txt
CSCO,0000858877,10-Q,2020-11-17,0000858877-20-000015,https://www.sec.gov/Archives/edgar/data/858877/000085887720000015/0000858877-20-000015.txt
PLTR,0001321655,10-Q,2020-11-13,0001193125-20-292177,https://www.sec.gov/Archives/edgar/data/1321655/000119312520292177/0001193125-20-292177.txt
BRK-B,0001067983,10-Q,2020-11-09,0001564590-20-052144,https://www.sec.gov/Archives/edgar/data/1067983/000156459020052144/0001564590-20-052144.txt
CVX,0000093410,10-Q,2020-11-05,0000093410-20-000050,https://www.sec.gov/Archives/edgar/data/93410/000009341020000050/0000093410-20-000050.txt
TMUS,0001283699,10-Q,2020-11-05,0001283699-20-000193,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000193/0001283699-20-000193.txt
XOM,0000034088,10-Q,2020-11-04,0000034088-20-000090,https://www.sec.gov/Archives/edgar/data/34088/000003408820000090/0000034088-20-000090.txt
ABBV,0001551152,10-Q,2020-11-04,0001551152-20-000032,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000032/0001551152-20-000032.txt
ABT,0000001800,10-Q,2020-11-04,0001104659-20-121336,https://www.sec.gov/Archives/edgar/data/1800/000110465920121336/0001104659-20-121336.txt
UNH,0000731766,10-Q,2020-11-02,0000731766-20-000049,https://www.sec.gov/Archives/edgar/data/731766/000073176620000049/0000731766-20-000049.txt
AMZN,0001018724,10-Q,2020-10-30,0001018724-20-000030,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000030/0001018724-20-000030.txt
MA,0001141391,10-Q,2020-10-28,0001141391-20-000203,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000203/0001141391-20-000203.txt
GE,0000040545,10-Q,2020-10-28,0000040545-20-000058,https://www.sec.gov/Archives/edgar/data/40545/000004054520000058/0000040545-20-000058.txt
AMD,0000002488,10-Q,2020-10-28,0000002488-20-000164,https://www.sec.gov/Archives/edgar/data/2488/000000248820000164/0000002488-20-000164.txt
MSFT,0000789019,10-Q,2020-10-27,0001564590-20-047996,https://www.sec.gov/Archives/edgar/data/789019/000156459020047996/0001564590-20-047996.txt
IBM,0000051143,10-Q,2020-10-27,0001558370-20-011799,https://www.sec.gov/Archives/edgar/data/51143/000155837020011799/0001558370-20-011799.txt
PM,0001413329,10-Q,2020-10-27,0001413329-20-000062,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000062/0001413329-20-000062.txt
TSLA,0001318605,10-Q,2020-10-26,0001564590-20-047486,https://www.sec.gov/Archives/edgar/data/1318605/000156459020047486/0001564590-20-047486.txt
JNJ,0000200406,10-Q,2020-10-23,0000200406-20-000056,https://www.sec.gov/Archives/edgar/data/200406/000020040620000056/0000200406-20-000056.txt
AXP,0000004962,10-Q,2020-10-23,0000004962-20-000098,https://www.sec.gov/Archives/edgar/data/4962/000000496220000098/0000004962-20-000098.txt
KO,0000021344,10-Q,2020-10-22,0000021344-20-000046,https://www.sec.gov/Archives/edgar/data/21344/000002134420000046/0000021344-20-000046.txt
ORCL,0001341439,10-Q,2020-09-15,0001564590-20-043448,https://www.sec.gov/Archives/edgar/data/1341439/000156459020043448/0001564590-20-043448.txt
AVGO,0001730168,10-Q,2020-09-11,0001730168-20-000164,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000164/0001730168-20-000164.txt
HD,0000354950,10-Q,2020-08-25,0000354950-20-000068,https://www.sec.gov/Archives/edgar/data/354950/000035495020000068/0000354950-20-000068.txt
NVDA,0001045810,10-Q,2020-08-19,0001045810-20-000147,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000147/0001045810-20-000147.txt
BRK-B,0001067983,10-Q,2020-08-10,0001564590-20-038544,https://www.sec.gov/Archives/edgar/data/1067983/000156459020038544/0001564590-20-038544.txt
TMUS,0001283699,10-Q/A,2020-08-10,0001193125-20-214220,https://www.sec.gov/Archives/edgar/data/1283699/000119312520214220/0001193125-20-214220.txt
TMUS,0001283699,10-Q,2020-08-06,0001283699-20-000165,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000165/0001283699-20-000165.txt
XOM,0000034088,10-Q,2020-08-05,0000034088-20-000073,https://www.sec.gov/Archives/edgar/data/34088/000003408820000073/0000034088-20-000073.txt
CVX,0000093410,10-Q,2020-08-05,0000093410-20-000039,https://www.sec.gov/Archives/edgar/data/93410/000009341020000039/0000093410-20-000039.txt
ABBV,0001551152,10-Q,2020-08-04,0001551152-20-000023,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000023/0001551152-20-000023.txt
UNH,0000731766,10-Q,2020-08-03,0000731766-20-000042,https://www.sec.gov/Archives/edgar/data/731766/000073176620000042/0000731766-20-000042.txt
AAPL,0000320193,10-Q,2020-07-31,0000320193-20-000062,https://www.sec.gov/Archives/edgar/data/320193/000032019320000062/0000320193-20-000062.txt
AMZN,0001018724,10-Q,2020-07-31,0001018724-20-000021,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000021/0001018724-20-000021.txt
V,0001403161,10-Q,2020-07-31,0001403161-20-000048,https://www.sec.gov/Archives/edgar/data/1403161/000140316120000048/0001403161-20-000048.txt
MA,0001141391,10-Q,2020-07-30,0001141391-20-000165,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000165/0001141391-20-000165.txt
GE,0000040545,10-Q,2020-07-29,0000040545-20-000046,https://www.sec.gov/Archives/edgar/data/40545/000004054520000046/0000040545-20-000046.txt
AMD,0000002488,10-Q,2020-07-29,0000002488-20-000103,https://www.sec.gov/Archives/edgar/data/2488/000000248820000103/0000002488-20-000103.txt
PM,0001413329,10-Q,2020-07-29,0001413329-20-000053,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000053/0001413329-20-000053.txt
ABT,0000001800,10-Q,2020-07-29,0001104659-20-087850,https://www.sec.gov/Archives/edgar/data/1800/000110465920087850/0001104659-20-087850.txt
TSLA,0001318605,10-Q,2020-07-28,0001564590-20-033670,https://www.sec.gov/Archives/edgar/data/1318605/000156459020033670/0001564590-20-033670.txt
IBM,0000051143,10-Q,2020-07-28,0001558370-20-008516,https://www.sec.gov/Archives/edgar/data/51143/000155837020008516/0001558370-20-008516.txt
JNJ,0000200406,10-Q,2020-07-24,0000200406-20-000050,https://www.sec.gov/Archives/edgar/data/200406/000020040620000050/0000200406-20-000050.txt
AXP,0000004962,10-Q,2020-07-24,0000004962-20-000079,https://www.sec.gov/Archives/edgar/data/4962/000000496220000079/0000004962-20-000079.txt
KO,0000021344,10-Q,2020-07-22,0000021344-20-000041,https://www.sec.gov/Archives/edgar/data/21344/000002134420000041/0000021344-20-000041.txt
AVGO,0001730168,10-Q,2020-06-12,0001730168-20-000109,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000109/0001730168-20-000109.txt
COST,0000909832,10-Q,2020-06-04,0000909832-20-000009,https://www.sec.gov/Archives/edgar/data/909832/000090983220000009/0000909832-20-000009.txt
HD,0000354950,10-Q,2020-05-27,0000354950-20-000041,https://www.sec.gov/Archives/edgar/data/354950/000035495020000041/0000354950-20-000041.txt
NVDA,0001045810,10-Q,2020-05-21,0001045810-20-000065,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000065/0001045810-20-000065.txt
CSCO,0000858877,10-Q,2020-05-18,0000858877-20-000006,https://www.sec.gov/Archives/edgar/data/858877/000085887720000006/0000858877-20-000006.txt
ABBV,0001551152,10-Q,2020-05-08,0001551152-20-000015,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000015/0001551152-20-000015.txt
XOM,0000034088,10-Q,2020-05-06,0000034088-20-000037,https://www.sec.gov/Archives/edgar/data/34088/000003408820000037/0000034088-20-000037.txt
CVX,0000093410,10-Q,2020-05-06,0000093410-20-000020,https://www.sec.gov/Archives/edgar/data/93410/000009341020000020/0000093410-20-000020.txt
TMUS,0001283699,10-Q,2020-05-06,0001283699-20-000106,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000106/0001283699-20-000106.txt
UNH,0000731766,10-Q,2020-05-06,0000731766-20-000026,https://www.sec.gov/Archives/edgar/data/731766/000073176620000026/0000731766-20-000026.txt
BRK-B,0001067983,10-Q,2020-05-04,0001564590-20-020599,https://www.sec.gov/Archives/edgar/data/1067983/000156459020020599/0001564590-20-020599.txt
V,0001403161,10-Q,2020-05-04,0001403161-20-000028,https://www.sec.gov/Archives/edgar/data/1403161/000140316120000028/0001403161-20-000028.txt
AAPL,0000320193,10-Q,2020-05-01,0000320193-20-000052,https://www.sec.gov/Archives/edgar/data/320193/000032019320000052/0000320193-20-000052.txt
AMZN,0001018724,10-Q,2020-05-01,0001018724-20-000010,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000010/0001018724-20-000010.txt
